           1           1           5           6           5           6
           1           2           1           3           3           3
           1           3           3           3           3           3
           1           4           2           4           6           2
           1           5           5           2           4           2
           1           6           2           3           1           1
           1           7           1           6           6           4
           1           8           2           4           5           1
           1           9           5           3           3           1
           1          10           3           3           3           5
           1          11           1           6           1           3
           1          12           5           3           3           6
           1          13           4           1           2           5
           1          14           2           1           3           4
           1          15           3           6           1           3
           1          16           4           3           5           4
           1          17           4           4           4           4
           1          18           4           3           1           6
           1          19           3           3           4           3
           1          20           1           3           5           6
           1          21           5           1           2           1
           1          22           4           1           2           2
           1          23           4           6           2           3
           1          24           3           2           5           3
           1          25           5           5           3           5
           1          26           3           1           3           3
           1          27           3           4           3           4
           1          28           5           1           4           6
           1          29           3           1           6           3
           1          30           1           2           1           4
           1          31           6           5           1           6
           1          32           1           6           3           1
           1          33           3           6           5           6
           1          34           5           1           5           2
           1          35           5           6           1           6
           1          36           1           2           1           3
           1          37           1           3           1           6
           1          38           1           5           4           5
           1          39           4           6           4           3
           1          40           4           1           6           1
           1          41           3           2           2           2
           1          42           2           4           3           1
           1          43           5           1           6           5
           1          44           6           2           2           3
           1          45           2           4           5           2
           1          46           5           1           1           1
           1          47           5           4           5           3
           1          48           5           1           6           1
           1          49           5           6           2           6
           1          50           2           5           5           5
           2           1           1           2           3           6
           2           2           1           6           6           3
           2           3           5           1           4           2
           2           4           1           4           4           2
           2           5           3           3           2           1
           2           6           2           2           1           3
           2           7           6           4           1           4
           2           8           1           1           1           4
           2           9           1           5           3           3
           2          10           6           1           2           3
           2          11           5           6           1           6
           2          12           1           1           2           3
           2          13           2           2           6           5
           2          14           6           4           2           6
           2          15           2           1           6           6
           2          16           4           5           1           5
           2          17           1           5           1           1
           2          18           1           6           5           3
           2          19           5           1           1           6
           2          20           5           6           4           5
           2          21           5           5           1           6
           2          22           1           3           6           1
           2          23           6           6           3           1
           2          24           2           2           1           4
           2          25           2           4           5           5
           2          26           5           4           1           1
           2          27           1           5           3           6
           2          28           4           4           4           1
           2          29           4           4           6           1
           2          30           6           6           2           2
           2          31           2           4           2           4
           2          32           2           2           3           6
           2          33           3           6           6           6
           2          34           1           2           1           1
           2          35           2           3           6           6
           2          36           6           6           1           2
           2          37           4           1           1           1
           2          38           2           3           1           6
           2          39           5           2           6           6
           2          40           3           5           1           6
           2          41           2           2           2           2
           2          42           2           1           3           5
           2          43           3           5           3           5
           2          44           3           1           4           2
           2          45           6           6           4           3
           2          46           6           3           2           6
           2          47           2           2           3           4
           2          48           1           2           2           6
           2          49           4           4           4           6
           2          50           4           3           1           1
           3           1           1           1           5           3
           3           2           6           5           1           1
           3           3           6           2           3           5
           3           4           6           4           6           2
           3           5           4           3           4           3
           3           6           4           6           2           2
           3           7           2           2           1           6
           3           8           1           1           6           3
           3           9           1           1           2           1
           3          10           6           3           2           3
           3          11           3           5           1           6
           3          12           1           1           6           1
           3          13           1           6           4           1
           3          14           5           5           4           3
           3          15           4           5           6           4
           3          16           1           6           4           6
           3          17           4           6           1           1
           3          18           5           6           5           6
           3          19           5           5           5           1
           3          20           5           3           2           1
           3          21           2           6           3           5
           3          22           5           1           2           5
           3          23           2           2           5           6
           3          24           4           5           3           4
           3          25           1           4           5           4
           3          26           5           1           5           6
           3          27           2           1           5           1
           3          28           5           6           2           5
           3          29           2           6           1           4
           3          30           4           2           6           3
           3          31           6           6           2           1
           3          32           6           1           2           2
           3          33           1           2           2           6
           3          34           2           4           5           6
           3          35           2           1           6           4
           3          36           6           4           3           5
           3          37           3           3           2           1
           3          38           3           6           4           3
           3          39           4           4           3           2
           3          40           5           5           5           4
           3          41           5           4           4           3
           3          42           5           6           5           3
           3          43           5           2           2           5
           3          44           5           5           5           1
           3          45           2           2           2           6
           3          46           1           3           1           6
           3          47           2           1           3           3
           3          48           3           5           3           4
           3          49           4           2           6           2
           3          50           1           3           1           3
           4           1           6           3           1           3
           4           2           1           5           5           1
           4           3           2           2           6           2
           4           4           6           6           1           2
           4           5           4           4           6           3
           4           6           5           6           5           4
           4           7           2           2           6           2
           4           8           5           5           6           1
           4           9           6           6           2           1
           4          10           5           3           6           6
           4          11           1           3           2           5
           4          12           4           2           6           1
           4          13           2           6           6           6
           4          14           4           3           6           2
           4          15           6           1           2           5
           4          16           2           6           6           3
           4          17           6           4           3           6
           4          18           3           2           5           1
           4          19           5           2           4           4
           4          20           6           6           3           3
           4          21           3           1           6           3
           4          22           1           4           3           3
           4          23           2           1           4           2
           4          24           4           2           5           5
